Text,Labels,Mapped_Text
പ ൂ ച ് ച യ ു ട െ ക ് ക ണ ് ണ ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,പൂച്ചയുടെക്ക+ണ്ണു
ഫ ല മ ാ യ ി യ വ ര ു ട െ യ ന ് ത ാ ര ാ ഷ ് ട ് ര,NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ഫലമ+ായിയ+വരുടെയ+ന്താരാഷ്ട്ര
ര ോ ഗ ങ ് ങ ള ു മ ു ണ ് ട ാ ക ാ റ ു ണ ് ട ്,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,രോഗങ്ങളുമ+ുണ്ടാകാറുണ്ട്
ന േ ത ൃ ത ് വ ത ് ത ി ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,നേതൃത്വത്തിന+ുള്ള
അ ധ ി ക ം പ േ ര ു ം,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,അധികം+പേരും
സ മ ് ‌ റ ു ദ െ ഞ ് ച ി ന ി യ േ ഴ ് ‌ സ ി ന ് റ െ യ ട ു ത ് ത േ ക ് ക ോ ട ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,സമ്‌റുദ+െഞ്ചിനിയേഴ്‌സിന്റെയ+ടുത്തേക്ക+ോടി
ഇ ത ാ ന ് റ ീ ബ യ ോ ട ് ട ി ക ് മ ര ു ന ് ന ു ക ള ് ക ് ക െ ത ി ര േ,NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ഇത+ാന്റീബയോട്ടിക്മരുന്നുകള്ക്ക+െതിരേ
അ പ ക ട ങ ് ങ ള ു ണ ് ട ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,അപകടങ്ങള+ുണ്ട്
മ ാ ത ് ര മ വ ി ട െ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,മാത്രമ+വിടെ
പ ര ി ദ േ വ ന മ ു ണ ് ട ാ ക ു ന ് ന ത ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,പരിദേവനമ+ുണ്ടാകുന്നത്
പ ി യ ൈ,NSP NSP SP NSP,പിയ+ൈ
സ ാ മ ് യ മ ു ള ് ള ത ാ ണ ി വ യ ു ട െ പ ് പ ൾ പ ് പ ി ന ് റ െ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,സാമ്യമ+ുള്ളത+ാണ+ിവയുടെപ്പ+ൾപ്പിന്റെ
ക േ ട ് ട ത െ ല ് ല ാ ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,കേട്ടത+െല്ലാം
ട ൂ ര ി സ ത ് ത െ പ ് പ റ ് റ ി യ ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP,ടൂരിസത്തെപ്പ+റ്റിയ+ുള്ള
എ ന ് ത ാ ണ െ ന ് ന ു ം,NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP,എന്ത+ാണ+െന്നും
അ ന േ ക മ ി ന ങ ് ങ ൾ,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,അനേകമ+ിനങ്ങൾ
ക ഥ ാ ക ൃ ത ് ത ി ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,കഥാകൃത്തിന+ുള്ള
ക ൈ യ ി ല ാ ണ ്,NSP NSP NSP NSP SP NSP NSP NSP,കൈയില+ാണ്
ക ു റ ച ് ച ു ന ാ ള ു ക ള ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,കുറച്ചുനാളുകള+ായി
പ ് ര ച ാ ര ണ ത ന ് ത ് ര വ ു മ െ ല ് ല ാ മ ീ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP,പ്രചാരണതന്ത്രവുമ+െല്ലാമ+ീ
വ ി മ ു ഖ ന ാ യ ി ര ു ന ് ന യ ാ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP,വിമുഖന+ായിരുന്നയ+ാ
മ ് യ ാ ൻ മ റ ു മ യ ൽ ര ാ ജ ് യ ങ ് ങ ള ു ം,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മ്യാൻമറുമ+യൽരാജ്യങ്ങളും
പ േ ാ ത ് ത ു ക ു ട ് ട ി ക ള െ യ േ ര ു പ ൂ ട ് ട ല ി ന ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,പോത്തുകുട്ടികളെയ+േരുപൂട്ടലിന+ാണ്
ര ാ ത ് ര ി യ ൊ മ ് പ ത ു മ ണ ി യ േ ാ ട ു,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,രാത്രിയ+ൊമ്പതുമണിയോടു
വ ർ ഷ ങ ് ങ ള ാ യ ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വർഷങ്ങള+ായി
സ ് ഥ ി ത ി യ ി ല ാ വ ു ക യ ി ല ് ല ‌,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,സ്ഥിതിയില+ാവുകയ+ില്ല‌
വ ീ ട ് ട ു വ ള പ ് പ ി ല ൊ ന ് ന േ ാ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,വീട്ടുവളപ്പില+ൊന്നോ
ഗ ാ ന ങ ് ങ ള ു ട െ പ ് പ ി റ വ ി യ ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,ഗാനങ്ങളുടെപ്പ+ിറവിയും
സ ാ മ ൂ ഹ ി ക മ ന ശ ാ സ ് ത ് ര ത ് ത െ ക ് ക ു റ ി ച ് ച ീ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP,സാമൂഹികമനശാസ്ത്രത്തെക്ക+ുറിച്ച+ീ
ഉ ത ് പ ാ ദ ന വ ർ ധ ന യ ു ണ ് ട ാ ക ു മ െ ന ് ന ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ഉത്പാദനവർധനയ+ുണ്ടാകുമ+െന്ന്
ഭ ാ ഷ ക ള ന ് യ ം ന ി ന ് ന ു പ േ ാ യ ി ട ് ട ു ണ ് ട ്,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ഭാഷകള+ന്യംനിന്നുപോയിട്ടുണ്ട്
ക ി ല േ ാ മ ീ റ ് റ ര ോ ട ണ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,കിലോമീറ്റര+ോടണം
വ െ ച ് ച ാ ണ ്,NSP NSP NSP NSP SP NSP NSP NSP,വെച്ച+ാണ്
സ ം ഭ ാ ഷ ണ ങ ് ങ ള ു മ ീ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP,സംഭാഷണങ്ങളുമ+ീ
ഇ ന ് ത ് യ യ െ പ ് പ േ ാ ല െ യ ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP,ഇന്ത്യയെപ്പ+ോലെയ+ുള്ള
പ ് ര വ ര ് ത ് ത ി യ ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,പ്രവര്ത്തിയ+ായി
ഒ ര ാ വ േ ശ ത ് ത ി ന ്,NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ഒര+ാവേശത്തിന്
ഡ ി യ െ ഫ ്,NSP NSP SP NSP NSP NSP,ഡിയ+െഫ്
ട ൂ റ ി സ ് റ ് റ ് ക േ ന ് ദ ് ര ത ് ത ി ല ാ വ ശ ് യ മ ു ണ ് ട ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ടൂറിസ്റ്റ്കേന്ദ്രത്തില+ാവശ്യമ+ുണ്ട്
ക ു ക ് ക ാ ല ോ ച ി ച ് ച ി ര ു ന ് ന ു,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,കുക്ക+ാലോചിച്ചിരുന്നു
ന യ ാ പ ൈ സ യ ി ല ് ല യ െ ന ് ന,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP,നയാപൈസയ+ില്ലയ+െന്ന
അ മ ി ത വ ണ ് ണ മ െ ന ് ന യ ി വ യ ു ണ ് ട ാ ക ു ന ് ന ത ി ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,അമിതവണ്ണമ+െന്നയ+ിവയ+ുണ്ടാകുന്നതിന+ുള്ള
വ ൈ ഷ മ ് യ മ ി ല ് ല,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,വൈഷമ്യമ+ില്ല
ഇ ന ് ന ത ൊ ര ു,NSP NSP NSP SP SP NSP NSP NSP,ഇന്ന+ത+ൊരു
ആ ക ് ഷ േ പ ഹ ാ സ ് യ മ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ആക്ഷേപഹാസ്യമ+ാണ്
ത ന ് ന െ യ ൊ ര ു,NSP NSP NSP NSP NSP SP NSP NSP NSP,തന്നെയ+ൊരു
ഒ ര ന ു ഭ വ മ ു ണ ് ട ാ ക ു ന ് ന ത ്,NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ഒര+നുഭവമ+ുണ്ടാകുന്നത്
ക ൊ ണ ് ട ു ള ് ള,NSP NSP NSP NSP SP NSP NSP NSP NSP,കൊണ്ട+ുള്ള
സ ന ീ ഷ ാ ണ ്,NSP NSP NSP SP NSP NSP NSP,സനീഷ+ാണ്
വ ാ യ ി ച ് ച ു ണ ് ട ാ യ,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,വായിച്ച+ുണ്ടായ
ന ൂ ത ന മ ാ യ യ ൊ ര ു ത ് സ വ ത ് ത ി ന ് റ െ,NSP NSP NSP NSP SP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,നൂതനമ+ായയ+ൊര+ുത്സവത്തിന്റെ
സ ു ഷ ു മ ് ന ാ ക ാ ണ ് ഡ മ ി വ യ ു ൾ പ ് പ െ ട ു ന ് ന,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,സുഷുമ്നാകാണ്ഡമ+ിവയ+ുൾപ്പെടുന്ന
ആ യ ി ട ് ട ു ണ ് ട ്,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ആയിട്ട+ുണ്ട്
യ ാ ത ് ര ക ് ക ാ ര െ യ ാ ക ർ ‍ ഷ ി ക ് ക ാ ൻ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,യാത്രക്കാരെയ+ാകർ‍ഷിക്കാൻ
പ ് ര ാ യ മ ാ യ,NSP NSP NSP NSP NSP SP NSP NSP,പ്രായമ+ായ
മ ാ ത ് ര മ ാ യ ി ര ി ക ് ക ു ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മാത്രമ+ായിരിക്കും
ന ട ത ് ത ി പ ് പ ി ന ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,നടത്തിപ്പിന+ായി
ക ൊ ച ് ച ു വ ാ ഹ ന മ ൊ ന ് ന ു മ ല ് ല,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP,കൊച്ചുവാഹനമ+ൊന്നുമ+ല്ല
വ േ ഗ ത യ ി ല ാ ണ ്,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വേഗതയില+ാണ്
വ സ ് ത ു ത യ ീ,NSP NSP NSP NSP NSP NSP SP NSP,വസ്തുതയ+ീ
ഒ ര ന ു ഗ ് ര ഹ വ ു ം,NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ഒര+നുഗ്രഹവും
ത ാ ല ് പ ര ് യ മ ു ണ ് ട െ ന ് ന ി ര ി ക ് ക േ യ ീ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP,താല്പര്യമ+ുണ്ട+െന്ന+ിരിക്കേയ+ീ
ആ ന യ ട ക ് ക മ ു ള ് ള,NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP,ആനയ+ടക്കമ+ുള്ള
ച േ ർ ന ് ന ി ട ് ട ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ചേർന്നിട്ട+ുള്ള
ഇ ത ി ന ി ട െ യ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ഇതിനിടെയ+ാണ്
ക ാ ല ന ി ര ് ണ ് ണ യ വ ു മ ീ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP,കാലനിര്ണ്ണയവുമ+ീ
പ ു ല ് ല ു ക ള ു മ െ ല ് ല ാ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,പുല്ലുകളുമ+െല്ലാം
ക ൈ വ ന ് ന ു ക ൊ ണ ് ട ി ര ി ക ് ക ു ന ് ന യ ഭ ി വ ൃ ദ ് ധ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,കൈവന്നുകൊണ്ടിരിക്കുന്നയ+ഭിവൃദ്ധി
മ ന സ ് സ ി ല ു ള ് ള,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,മനസ്സില+ുള്ള
മ ാ ർ ക ് ക റ ് റ ു ക ള െ ന ് ന യ ി വ ി ട ങ ് ങ ള ി ൽ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മാർക്കറ്റുകള+െന്നയ+ിവിടങ്ങളിൽ
പ ോ ക ു ക യ ാ ണ ്,NSP NSP NSP NSP NSP SP NSP NSP NSP,പോകുകയ+ാണ്
ച ി ക ി ത ് സ യ െ ങ ് ക ി ൽ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ചികിത്സയ+െങ്കിൽ
ത െ ര ഞ ് ഞ െ ട ു ക ് ക ാ ന ു മ ങ ് ങ ന െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,തെരഞ്ഞെടുക്കാനുമ+ങ്ങനെ
ക മ ് പ ന ി ക ് ക െ ത ി ര െ യ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP,കമ്പനിക്ക+െതിരെയ+ാണ്
ന ി ല വ ാ ര ങ ് ങ ള ി ല ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,നിലവാരങ്ങളില+ായി
മ ാ സ ങ ് ങ ള ാ ണ ്,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,മാസങ്ങള+ാണ്
പ ് ര ത ി ര ോ ധ ശ ക ് ത ി യ ു മ ി ത ി ല ൂ ട െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,പ്രതിരോധശക്തിയുമ+ിതിലൂടെ
ര ക ് ത ത ് ത ി ല െ യ ോ ക ് ‌ സ ി ജ ന ള വ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,രക്തത്തിലെയ+ോക്‌സിജന+ളവ്
ന ഷ ് ട മ ാ യ ി ര ം,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,നഷ്ടമ+ായിരം
വ ള ർ ന ് ന ി ട ് ട ു ണ ് ട െ ങ ് ക ി ല വ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP,വളർന്നിട്ടുണ്ട+െങ്കില+വ
വ ന ് യ ജ ീ വ ി ക ള ു ണ ് ട ാ ക ു മ ോ വ െ ന ് ന ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,വന്യജീവികള+ുണ്ടാകുമോവ+െന്ന്
പ ല യ ാ വ ൃ ത ് ത ി യ ാ യ ി,NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,പലയ+ാവൃത്തിയ+ായി
മ െ ാ ത ് ത മ ാ യ ി യ െ ട ു ത ് ത പ ് പ േ ാ ൾ,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മൊത്തമ+ായിയ+െടുത്തപ്പോൾ
ആ ഭ ് യ ന ് ത ര വ ി ഷ യ ങ ് ങ ള ി ല ി ട പ െ ട ി ല ് ല,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ആഭ്യന്തരവിഷയങ്ങളില+ിടപെടില്ല
ക േ ര ള ത ് ത ി ല െ ത ് ത ി യ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,കേരളത്തില+െത്തിയ
ഭ ര ണ ക ൂ ട സ ം ബ ന ് ധ ി യ ാ ക ട ് ട െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ഭരണകൂടസംബന്ധിയ+ാകട്ടെ
റ ോ ഡ ു ക ള െ ന ് ന യ ി വ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP,റോഡുകള+െന്നയ+ിവ
ക ൂ ട ് ട ി ന െ ത ് ത ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,കൂട്ടിന+െത്തി
പ റ യ ു ക യ ാ ണ െ ങ ് ക ി ൽ,NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP,പറയുകയ+ാണ+െങ്കിൽ
ര േ ാ ഗ ത ് ത െ ത ് ത ി ര ി ച ് ച റ ി യ ാ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,രോഗത്തെത്ത+ിരിച്ചറിയാം
ക ൃ ത ് ര ി മ വ ു മ ാ ണ െ ന ് ന ത ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP,കൃത്രിമവുമ+ാണ+െന്നത്
അ ന ു സ ര ി ച ് ച ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,അനുസരിച്ച+ുള്ള
പ ൂ ക ് ക ള െ ത ് ത ഴ ു ക ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,പൂക്കളെത്ത+ഴുകി
അ ങ ് ങ ി ന െ യ വ ർ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP,അങ്ങിനെയ+വർ
അ പ ് പ ോ ഴ ാ ണ ്,NSP NSP NSP NSP NSP SP NSP NSP NSP,അപ്പോഴ+ാണ്
പ ട ു ത ാ ക ു ള ങ ് ങ ള ു ണ ് ട ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,പടുതാകുളങ്ങള+ുണ്ട്
മ ു ല പ ് പ ാ ല ി ല ു ണ ് ട െ ന ് ന ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP,മുലപ്പാലില+ുണ്ട+െന്ന്
ജ ീ വ ി ത ര ീ ത ി യ െ യ ു മ െ ല ് ല ാ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ജീവിതരീതിയെയുമ+െല്ലാം
പ ാ ശ ് ച ാ ത ് യ സ ം സ ് ക ാ ര ത ് ത ി ല ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,പാശ്ചാത്യസംസ്കാരത്തില+ൊരു
വ ാ സ ് ത വ ത ് ത ി ല ി ല ് ല ാ ത ാ ക ് ക ു ക യ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വാസ്തവത്തില+ില്ലാതാക്കുകയ+ാണ്
ശ ് ര ദ ് ധ യ ങ ് ങ ോ ട ് ട ു,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ശ്രദ്ധയ+ങ്ങോട്ടു
പ ല പ ് പ ോ ഴ ു മ ീ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP,പലപ്പോഴുമ+ീ
ക ൈ വ ി ട ി ല ് ല യ െ ന ് ന ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,കൈവിടില്ലയ+െന്നും
ക ണ ് ണ ി ല െ ക ് ക ണ ് ണ ു ന ീ ര ് ഗ ് ര ന ് ഥ ി ക ള ു ട െ ക ് ക ു ഴ ല ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,കണ്ണിലെക്ക+ണ്ണുനീര്ഗ്രന്ഥികളുടെക്ക+ുഴല്
മ ട ങ ് ങ ി പ ് പ ോ ക ാ ന ാ യ ി ര ി ക ് ക ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മടങ്ങിപ്പോകാന+ായിരിക്കും
ന ി ർ വ ച ന മ ാ ണ ് ‌,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,നിർവചനമ+ാണ്‌
ക ാ ണ ാ മ െ ങ ് ക ി ല ു ം,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,കാണാമ+െങ്കിലും
സ ൗ ന ് ദ ര ് യ ധ ാ ര ാ ള ി ത ് ത വ ു മ ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,സൗന്ദര്യധാരാളിത്തവുമ+ായി
എ ന ് ന ത ാ യ ി,NSP NSP NSP NSP SP NSP NSP NSP,എന്നത+ായി
ഗ േ ാ വ യ ി ല െ ത ് ത ണ ം,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ഗോവയില+െത്തണം
ബ ന ് ധ പ ് പ െ ട ു ന ് ന യ േ ത ാ ന ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ബന്ധപ്പെടുന്നയ+േതാനും
ബ ീ റ ് റ യ മ ി ല ോ യ ി ഡ ി ന ് റ െ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ബീറ്റയ+മിലോയിഡിന്റെ
ക ാ ത ് ത യ ീ,NSP NSP NSP NSP NSP SP NSP,കാത്തയ+ീ
സ ം ഘ ട ന യ ാ യ,NSP NSP NSP NSP NSP SP NSP NSP,സംഘടനയ+ായ
സ ് ഥ ല മ െ ന ് ന ൊ ര ാ ൾ,NSP NSP NSP NSP SP NSP NSP NSP SP NSP SP NSP NSP,സ്ഥലമ+െന്ന+ൊര+ാൾ
ആ ഹ ാ ര ത ് ത െ യ ൌ ഷ ധ മ ാ ക ് ക ാ ം,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ആഹാരത്തെയ+ൌഷധമ+ാക്കാം
