Text,Marked,Labels
मिथ्योपपदात् कृञोऽभ्यासे,मिथ्योपपदात्+कृञः+अभ्यासे, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अपाद्वदः,अपात्+वदः, NSP NSP NSP NSP NSP SP NSP NSP NSP
णिचश्च,णिचः+च, NSP NSP NSP NSP SP NSP
समुदाङ्भ्यो यमोऽग्रन्थे,समुदाङ्भ्यः+यमः+अग्रन्थे, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अनुपसर्गाज्ज्ञः,अनुपसर्गात्+ज्ञः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
विभाषोपपदेन प्रतीयमाने,विभाषा+उपपदेन+प्रतीयमाने, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनुपराभ्यां कृञः,अनुपराभ्याम्+कृञः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
प्राद्वहः,प्रात्+वहः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
परेर्मृषः,परेः+मृषः, NSP NSP NSP NSP SP NSP NSP NSP NSP
व्याङ्परिभ्यो रमः,व्याङ्परिभ्यः+रमः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
उपाच्च,उपात्+च, NSP NSP NSP NSP NSP SP NSP
विभाषाऽकर्मकात्,विभाषा+अकर्मकात्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
निगरणचलनार्थेभ्यः,निगरणचलनार्थेभ्यः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अणावकर्मकाच्चित्तवत्कर्तृकात्,अणौ+अकर्मकात्+चित्तवत्कर्तृकात्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
द्युद्भ्यो लुङि,द्‍युभ्यः+लुङि, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
वृद्भ्यः स्यसनोः,वृद्‍भ्यः+स्यसनोः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
आ कडारादेका संज्ञा,आ+कडारात्+एका+संज्ञा, NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
विप्रतिषेधे परं कार्यम्,विप्रतिषेधे+परम्+कार्यम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
नेयङुवङ्स्थानावस्त्री,न+इयङुवङ्स्थानौ+अस्त्री, NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
वाऽऽमि,वा+आमि, NSP NSP SP NSP NSP NSP
शेषो घ्यसखि,शेषः+घि+असखि, NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP
पतिः समास एव,पतिः+समासे+एव, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP
षष्ठीयुक्तश्छन्दसि वा,षष्ठीयुक्तः+छन्दसि+वा, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP
ह्रस्वं लघु,ह्रस्वम्+लघु, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
दीर्घं च,दीर्घम्+च, NSP NSP NSP NSP NSP NSP NSP SP NSP
यस्मात् प्रत्ययविधिस्तदादि प्रत्ययेऽङ्गम्,यस्मात्+प्रत्ययविधिः+तदादि+प्रत्यये+अङ्गम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
सुप्तिङन्तं पदम्,सुप्तिङन्तम्+पदम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
स्वादिष्वसर्वनामस्थाने,स्वादिषु+असर्वनमस्थाने, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अयस्मयादीनि च्छन्दसि,अयस्मयादीनि+छन्दसि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
ध्रुवमपायेऽपादानम्,ध्रुवम्+अपाये+अपादानम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
भीत्रार्थानां भयहेतुः,भीत्रार्थानाम्+भयहेतुः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
पराजेरसोढः,पराजेः+असोढः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
वारणार्थानां ईप्सितः,वारणार्थानाम्+ईप्सितः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अन्तर्द्धौ येनादर्शनमिच्छति,अन्तर्द्धौ+येन+अदर्शनम्+इच्छति+पदम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
आख्यातोपयोगे,आख्याता+उपयोगे, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
कर्मणा यमभिप्रैति स सम्प्रदानम्,कर्मणा+यम्+अभिप्रैति+सः+सम्प्रदानम्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
रुच्यर्थानां प्रीयमाणः,रुच्यर्थानाम्+प्रीयमाणः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
श्लाघह्नुङ्स्थाशपां ज्ञीप्स्यमानः,श्लाघह्नुङ्स्थाशपाम्+ज्ञीप्स्यमानः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
धारेरुत्तमर्णः,धारेः+उत्तमर्णः, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
स्पृहेरीप्सितः,स्पृहेः+ईप्सितः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
क्रुधद्रुहेर्ष्याऽसूयार्थानां यं प्रति कोपः,क्रुधद्रुहेर्ष्यासूयार्थानाम्+यम्+प्रति+कोपः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
क्रुधद्रुहोरुपसृष्टयोः कर्म,क्रुधद्रुहोः+उपसृष्टयोः+कर्म, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
राधीक्ष्योर्यस्य विप्रश्नः,राधीक्ष्योः+यस्य+विप्रश्नः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
प्रत्याङ्भ्यां श्रुवः पूर्वस्य कर्ता,प्रत्याङ्भ्याम्+श्रुवः+पूर्वस्य+कर्ता, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
अनुप्रतिगृणश्च,अनुप्रतिगृणः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
साधकतमं करणम्,साधकतमम्+करणम्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
परिक्रयणे सम्प्रदानमन्यतरस्याम्,परिक्रयणे+सम्प्रदानम्+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आधारोऽधिकरणम्,आधारः+अधिकरणम्, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अधिशीङ्स्थाऽऽसां कर्म,अधिशीङ्स्थाऽऽसाम्+कर्म, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
अभिनिविशश्च,अभिनिविशः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
कर्तुरीप्सिततमं कर्म,कर्तुः+ईप्सिततमम्+कर्म, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
तथायुक्तं चानिप्सीतम्,तथा+युक्तम्+च+आनिप्सीतम्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अकथितं च,अकथितम्+च, NSP NSP NSP NSP NSP NSP NSP SP NSP
गतिबुद्धिप्रत्यवसानार्थशब्दकर्माकर्मकाणामणि कर्ता,गतिबुद्धिप्रत्यवसानार्थशब्दकर्माकर्मकाणाम्+अणि+कर्ता+सः+णौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP
हृक्रोरन्यतरस्याम्,हृक्रोः+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
तत्प्रयोजको हेतुश्च,तत्प्रयोजकः+हेतुः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP
प्राग्रीश्वरान्निपाताः,प्राक्+रीश्वरात्+निपाताः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
चादयोऽसत्त्वे,चादयः+असत्त्वे, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
गतिश्च,गतिः+च, NSP NSP NSP NSP SP NSP
ऊर्यादिच्विडाचश्च,ऊर्यादिच्विडाचः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अनुकरणं चानितिपरम्,अनुकरणम्+च+अनितिपरम्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
भूषणेऽलम्,भूषणे+अलम्, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
अन्तरपरिग्रहे,अन्तः+अपरिग्रहे, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
पुरोऽव्ययम्,पुरः+अव्ययम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अस्तं च,अस्तम्+च, NSP NSP NSP NSP NSP NSP SP NSP
अदोऽनुपदेशे,अदः+अनुपदेशे, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
तिरोऽन्तर्द्धौ,तिरः+अन्तर्द्धौ, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनत्याधान उरसिमनसी,अनत्याधाने+उरसिमनसी, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
नित्यं हस्ते पाणावुपयमने,नित्यम्+हस्ते, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
प्राध्वं बन्धने,प्राध्वम्+बन्धने, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
जीविकोपनिषदावौपम्ये,जीविकोपनिषदौ+औपम्ये, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
छन्दसि परेऽपि,छन्दसि+परे+अपि, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP
व्यवहिताश्च,व्यवहिताः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अनुर्लक्षणे,अनुः+लक्षणे, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
उपोऽधिके च,उपः+अधिके+च, NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP
अभिरभागे,अभिः+अभागे, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
अतिरतिक्रमणे च,अतिः+अतिक्रमणे+च, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अधिरीश्वरे,अधिः+ईश्वरे, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
तङानावात्मनेपदम्,तङानौ+आत्मनेपदम्, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
तिङस्त्रीणि त्रीणि प्रथममध्यमोत्तमाः,तिङः+त्रीणि+त्रीणि+प्रथममध्यमोत्तमाः, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
तान्येकवचनद्विवचनबहुवचनान्येकशः,तानि+एकवचनद्विवचनबहुवचनान्येकशः, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
विभक्तिश्च,विभक्तिः+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
युष्मद्युपपदे समानाधिकरणे स्थानिन्यपि मध्यमः,युष्मदि+उपपदे+समानाधिकरणे+स्थानिनि+अपि+मध्यमः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
प्रहासे च मन्योपपदे मन्यतेरुत्तम एकवच्च,प्रहासे+च+मन्योपपदे+मन्यतेः+उत्तम+एकवत्+च, NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP
अस्मद्युत्तमः,अस्मदि+उत्तमः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
परः संनिकर्षः संहिता,परः+सन्निकर्षः+संहिता, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
विरामोऽवसानम्,विरामः+अवसानम्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
सुबामन्त्रिते पराङ्गवत्‌ स्वरे,सुप्+आमन्त्रिते+पराङ्गवत्+स्वरे, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
यथाऽसादृये,यथा+असादृये, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
यावदवधारणे,यावत्+अवधारणे, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
लक्षणेनाभिप्रती आभिमुख्ये,लक्षणेन+अभिप्रती+आभिमुख्ये, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनुर्यत्समया,अनुः+यत्समया, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
यस्य चायामः,यस्य+च+आयामः, NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP
नदीभिश्च,नदीभिः+च, NSP NSP NSP NSP NSP NSP SP NSP
अन्यपदार्थे च संज्ञायाम्‌,अन्यपदार्थे+च+संज्ञायाम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
